Type,Family id,Family name,Target id,Target name,Subunits,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,RGD id,RGD symbol,RGD name,Rat genetic localisation,Rat nucleotide RefSeq,Rat protein RefSeq,Rat SwissProt,Rat Entrez Gene,MGI id,MGI symbol,MGI name,Mouse genetic localisation,Mouse nucleotide RefSeq,Mouse protein RefSeq,Mouse SwissProt,Mouse Entrez Gene
other_ic,119,Aquaporins,690,AQP3,,,,aquaporin 3|AQP-3|aquaglyceroporin-3,636,AQP3,aquaporin 3 (Gill blood group),9p13,,,Q92482,360,68428,Aqp3,aquaporin 3,5q22,,,P47862,65133,MGI:1333777,Aqp3,aquaporin 3,4 B1,,,Q8R2N1,11828
other_ic,119,Aquaporins,691,AQP4,,,,MIWC|aquaporin-4|mercurial-insensitive water channel|WCH4,637,AQP4,aquaporin 4,18q11.2-q12.1,,,P55087,361,2143,Aqp4,aquaporin 4,18p13,,,P47863,25293,MGI:107387,Aqp4,aquaporin 4,18 A1,,,P55088,11829
other_ic,119,Aquaporins,692,AQP5,,,,aquaporin 5,638,AQP5,aquaporin 5,12q13,,,P55064,362,2144,Aqp5,aquaporin 5,7q36,,,P47864,25241,MGI:106215,Aqp5,aquaporin 5,15 F1,,,Q9WTY4,11830
other_ic,119,Aquaporins,693,AQP6,,,,"AQP2L|aquaporin 6|aquaporin 6, kidney specific",639,AQP6,aquaporin 6,12q13,,,Q13520,363,71100,Aqp6,aquaporin 6,7q36,,,Q9WTY0,29170,MGI:1341204,Aqp6,aquaporin 6,15 F1,,,Q8C4A0,11831
other_ic,119,Aquaporins,694,AQP7,,,,AQP9|AQPap|aquaglyceroporin-7|aquaporin 7|AQP7L,640,AQP7,aquaporin 7,9p13,,,O14520,364,2145,Aqp7,aquaporin 7,5q22,,,P56403,29171,MGI:1314647,Aqp7,aquaporin 7,4 B1,,,O54794,11832
other_ic,119,Aquaporins,695,AQP8,,,,aquaporin 8,642,AQP8,aquaporin 8,16p12,,,O94778,343,2146,Aqp8,aquaporin 8,1q36,,,P56405,29172,MGI:1195271,Aqp8,aquaporin 8,7 F3,,,P56404,11833
other_ic,119,Aquaporins,696,AQP9,,,,SSC1|AQP-9|aquaglyceroporin-9|aquaporin 9|neutral solute channel aquaporin 9,643,AQP9,aquaporin 9,15q,,,O43315,366,68433,Aqp9,aquaporin 9,8q24,,,P56627,65054,MGI:1891066,Aqp9,aquaporin 9,9 D,,,Q9JJJ3,64008
other_ic,119,Aquaporins,697,AQP10,,,,,16029,AQP10,aquaporin 10,1q21.3,,,Q96PS8,89872,,,,,,,,,,,,,,,,
other_ic,130,Calcium activated chloride channel,708,CaCC,,,,"DOG1|ORAOV2|TAOS2|TMEM16A|oral cancer overexpressed 2|transmembrane protein 16A|anoctamin 1, calcium activated chloride channel|anoctamin 1",21625,ANO1,anoctamin 1,11q13.2,,,Q5XXA6,55107,1310786,Ano1,anoctamin 1,1q42,,,,309135,MGI:2142149,Ano1,"anoctamin 1, calcium activated chloride channel",7 F5; 7,,,Q8BHY3,101772
other_ic,129,CFTR,707,CFTR,,,,"ABCC7|ABC35|CFTR/MRP|MRP7|TNR-CFTR|ATP-binding cassette sub-family C member 7|cAMP-dependent chloride channel|cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)",1884,CFTR,cystic fibrosis transmembrane conductance regulator,7q31-q32,,,P13569,1080,2332,Cftr,cystic fibrosis transmembrane conductance regulator,4q21,,,P34158,24255,MGI:88388,Cftr,cystic fibrosis transmembrane conductance regulator,6 A3,,,P26361,12638
other_ic,128,ClC family,698,ClC-1,,,,"CLC1|chloride channel 1, skeletal muscle|SMCC|SMCC1|chloride channel, voltage-sensitive 1|chloride channel",2019,CLCN1,chloride voltage-gated channel 1,7q12,,,P35523,1180,2360,Clcn1,chloride voltage-gated channel 1,4q23,,,P35524,25688,MGI:88417,Clcn1,"chloride channel, voltage-sensitive 1",6 B2.1,,,Q64347,12723
other_ic,128,ClC family,699,ClC-2,,,,"CLC2|chloride channel 2|EJM6|chloride channel, voltage-sensitive 2|chloride channel",2020,CLCN2,chloride voltage-gated channel 2,3q26-qter,,,P51788,1181,2361,Clcn2,chloride voltage-gated channel 2,11q23,,,P35525,29232,MGI:105061,Clcn2,"chloride channel, voltage-sensitive 2",16 B1,,,Q9R0A1,12724
other_ic,128,ClC family,700,ClC-Ka,,,,"chloride channel Ka|chloride channel K1|Clcnk1|chloride channel, voltage-sensitive Ka|chloride channel",2026,CLCNKA,chloride voltage-gated channel Ka,1p36,,,P51800,1187,68435,Clcnka,chloride voltage-gated channel Ka,5q36,,,Q06393,79425,MGI:1329026,Clcnka,"chloride channel, voltage-sensitive Ka",4 E1,,,Q9WUB7,12733
other_ic,128,ClC family,701,ClC-Kb,,,,"chloride channel Kb|chloride channel K1-like|chloride channel K2|Clck2|Clcnk1l|clC-K2|chloride channel, voltage-sensitive Kb|chloride channel",2027,CLCNKB,chloride voltage-gated channel Kb,1p36,,,P51801,1188,628639,Clcnkb,chloride voltage-gated channel Kb,5q36,,,P51802,79430,MGI:1930643,Clcnkb,"chloride channel, voltage-sensitive Kb",4 E1,,,Q9WUB6,56365
other_ic,128,ClC family,702,ClC-3,,,,"CLC3|chloride channel 3|chloride transporter ClC-3|H(+)/Cl(-) exchange transporter 3|protein kinase C-regulated chloride channel|chloride channel, voltage-sensitive 3|chloride channel",2021,CLCN3,chloride voltage-gated channel 3,4q,,,P51790,1182,621219,Clcn3,chloride voltage-gated channel 3,16p12,,,P51792,84360,MGI:103555,Clcn3,"chloride channel, voltage-sensitive 3",8 B3.1,,,P51791,12725
other_ic,128,ClC family,703,ClC-4,,,,"CLC4|chloride channel 4|chloride channel 4-2|chloride transporter ClC-4|Clcn4-2|H(+)/Cl(-) exchange transporter 4|Clc4-2|Clcn4|chloride channel, voltage-sensitive 4|chloride channel",2022,CLCN4,chloride voltage-gated channel 4,Xp22.3,,,P51793,1183,708381,Clcn4,chloride voltage-gated channel 4,Xq21,,,P51794,60586,MGI:104571,Clcn4,"chloride channel, voltage-sensitive 4",7 A1,,,Q61418,12727
other_ic,128,ClC family,704,ClC-5,,,,"CLC5|DENTS|NPHL1|NPHL2|XLRH|XRN|chloride channel 5|nephrolithiasis 1 (X-linked)|nephrolithiasis 2, X-linked|chloride transporter ClC-5|H(+)/Cl(-) exchange transporter 5|hClC-K2|chloride channel, voltage-sensitive 5|chloride channel",2023,CLCN5,chloride voltage-gated channel 5,Xp11.23-p11.22,,,P51795,1184,2362,Clcn5,chloride voltage-gated channel 5,Xq13,,,P51796,25749,MGI:99486,Clcn5,"chloride channel, voltage-sensitive 5",X A1.1,,,Q9WVD4,12728
other_ic,128,ClC family,705,ClC-6,,,,"chloride channel 6|chloride transport protein 6|chloride channel, voltage-sensitive 6|chloride channel",2024,CLCN6,chloride voltage-gated channel 6,1p36,,,P51797,1185,1305379,Clcn6,chloride voltage-gated channel 6,5q36,,,,295586,MGI:1347049,Clcn6,"chloride channel, voltage-sensitive 6",4 E1,,,O35454,26372
other_ic,128,ClC family,706,ClC-7,,,,"CLC7|OPTA2|PPP1R63|chloride channel 7|protein phosphatase 1, regulatory subunit 63|H(+)/Cl(-) exchange transporter 7|chloride channel, voltage-sensitive 7|chloride channel",2025,CLCN7,chloride voltage-gated channel 7,16p13,,,P51798,1186,61836,Clcn7,chloride voltage-gated channel 7,10q12,,,P51799,29233,MGI:1347048,Clcn7,"chloride channel, voltage-sensitive 7",17 A3.3,,,O70496,26373
other_ic,121,Connexins and Pannexins,714,Cx23,,,,"gap junction epsilon-1 protein|AEY12|connexin 23|Gjf1|Gsfaey12|gap junction protein, epsilon 1, 23kDa|gap junction protein, epsilon 1|gap junction protein",33251,GJE1,gap junction protein epsilon 1,6q24.1,,,A6NN92,100126572,1598009,Gje1,"gap junction protein, epsilon 1",1p13,,,,681263,MGI:1923993,Gje1,"gap junction protein, epsilon 1",10 A2,,,Q9CX92,76743
other_ic,121,Connexins and Pannexins,715,Cx25,,,,"connexin 25|gap junction protein, beta 7|gap junction protein, beta 7, 25kDa",16690,GJB7,gap junction protein beta 7,6q15,,,Q6PEY0,375519,,,,,,,,,,,,,,,,
other_ic,121,Connexins and Pannexins,716,Cx26,,,,"DFNA3|DFNB1|NSRD1|connexin 26|CXN-26|gap junction beta-2 protein|gap junction channel protein connexin 26|gap junction membrane channel protein beta 2|Gjb-2|gap junction protein, beta 2, 26kDa|gap junction protein",4284,GJB2,gap junction protein beta 2,13q11-q12,,,P29033,2706,728891,Gjb2,"gap junction protein, beta 2",15p12,,,P21994,394266,MGI:95720,Gjb2,"gap junction protein, beta 2",14 D1-E1,,,Q00977,14619
other_ic,121,Connexins and Pannexins,717,Cx30,,,,"DFNA3|ED2|EDH|HED|connexin 30|ectodermal dysplasia 2, hidrotic (Clouston syndrome)|gap junction beta-6 protein|gap junction membrane channel protein beta 6|gap junction protein, beta 6, 30kDa|gap junction protein",4288,GJB6,gap junction protein beta 6,13q12,,,O95452,10804,621830,Gjb6,"gap junction protein, beta 6",15p12,,,Q9R140,84403,MGI:107588,Gjb6,"gap junction protein, beta 6",14 C3,,,P70689,14623
other_ic,121,Connexins and Pannexins,718,Cx30.2,,,,"GJE1|connexin 30.2|connexin 29|Cx29|gap junction gamma-3 protein|gap junction membrane channel protein epsilon 1|gap junction protein, gamma 3, 30.2kDa|gap junction protein",17495,GJC3,gap junction protein gamma 3,7q22.1,,,Q8NFK1,349149,727930,Gjc3,"gap junction protein, gamma 3",12q11,,,Q80XF8,288529,MGI:2153041,Gjc3,"gap junction protein, gamma 3",5 G2,,,Q921C1,118446
other_ic,121,Connexins and Pannexins,719,Cx30.3,,,,"connexin 30.3|Cnx30.3|gap junction beta-4 protein|gap junction membrane channel protein beta 4|Gjb-4|gap junction protein, beta 4, 30.3kDa|gap junction protein",4286,GJB4,gap junction protein beta 4,1p35-p34,,,Q9NTQ9,127534,621829,Gjb4,"gap junction protein, beta 4",5q36,,,P36380,117055,MGI:95722,Gjb4,"gap junction protein, beta 4",4 D1-D3,,,Q02738,14621
other_ic,121,Connexins and Pannexins,720,Cx31,,,,"DFNA2|EKV|connexin 31|erythrokeratodermia variabilis|gap junction beta-3 protein|gap junction membrane channel protein beta 3|Cnx31|Gjb-3|gap junction protein, beta 3, 31kDa|gap junction protein",4285,GJB3,gap junction protein beta 3,1p34,,,O75712,2707,2695,Gjb3,"gap junction protein, beta 3",5q36,,,P25305,29585,MGI:95721,Gjb3,"gap junction protein, beta 3",4 D2.2,,,P28231,14620
other_ic,121,Connexins and Pannexins,721,Cx31.1,,,,"connexin 31.1|gap junction beta-5 protein|gap junction membrane channel protein beta 5|Gjb-5|gap junction protein, beta 5, 31.1kDa|gap junction protein",4287,GJB5,gap junction protein beta 5,1p34.3,,,O95377,2709,2696,Gjb5,"gap junction protein, beta 5",5q36,,,P28232,29586,MGI:95723,Gjb5,"gap junction protein, beta 5",4 D2.2,,,Q02739,14622
other_ic,121,Connexins and Pannexins,722,Cx31.9,,,,"Cx30.2|GJA11|GJC1|connexin30.2|gap junction delta-3 protein|gap junction membrane channel protein chi 1|connexin 30.2|gap junction protein, delta 3, 31.9kDa|gap junction protein",19147,GJD3,gap junction protein delta 3,17q21.1,,,Q8N144,125111,1308942,Gjd3,"gap junction protein, delta 3",10q31,,,Q5I203,363677,MGI:2384150,Gjd3,"gap junction protein, delta 3",11 D,,,Q91YD1,353155
other_ic,121,Connexins and Pannexins,723,Cx32,,,,"CMTX|CMTX1|connexin 32|GAP junction 28 kDa liver protein|gap junction beta-1 protein|gap junction membrane channel protein beta 1|Gjb-1|gap junction protein, beta 1, 32kDa (connexin 32, Charcot-Marie-Tooth neuropathy, X-linked)|gap junction protein, beta 1, 32kDa|gap junction protein, beta 1|gap junction protein",4283,GJB1,gap junction protein beta 1,Xq13.1,,,P08034,2705,61926,Gjb1,"gap junction protein, beta 1",Xq31,,,P08033,29584,MGI:95719,Gjb1,"gap junction protein, beta 1",X D-F4,,,P28230,14618
other_ic,121,Connexins and Pannexins,724,Cx36,,,,"GJA9|connexin 36|gap junction alpha-9 protein|gap junction delta-2 protein|gap junction membrane channel protein alpha 9|gap junction protein, delta 2, 36kDa|gap junction protein",19154,GJD2,gap junction protein delta 2,15q13.1,,,Q9UKL4,57369,2694,Gjd2,"gap junction protein, delta 2",3q35,,,O70610,50564,MGI:1334209,Gjd2,"gap junction protein, delta 2",2 F3,,,O54851,14617
other_ic,121,Connexins and Pannexins,725,Cx37,,,,"connexin 37|CXN37|gap junction membrane channel protein alpha 4|gap junction protein, alpha 4|Cnx37|Gja-4|gap junction protein, alpha 4, 37kDa|gap junction protein",4278,GJA4,gap junction protein alpha 4,1p35.1,,,P35212,2701,2691,Gja4,"gap junction protein, alpha 4",5q36,,,Q03190,25655,MGI:95715,Gja4,"gap junction protein, alpha 4",4 D2.2,,,P28235,14612
other_ic,121,Connexins and Pannexins,726,Cx40,,,,"connexin 40|gap junction protein, alpha 5|Gja-5|gap junction protein, alpha 5, 40kDa|gap junction protein",4279,GJA5,gap junction protein alpha 5,1q21.1,,,P36382,2702,2692,Gja5,"gap junction protein, alpha 5",2q34,,,P28234,50563,MGI:95716,Gja5,"gap junction protein, alpha 5",3 F2.1,,,Q01231,14613
other_ic,121,Connexins and Pannexins,727,Cx40.1,,,,"connexin 40.1|connexin 39|Cx39|gap junction protein, delta 4|gap junction protein, delta 4, 40.1kDa|gap junction protein",23296,GJD4,gap junction protein delta 4,10p11.22,,,Q96KN9,219770,628621,Gjd4,"gap junction protein, delta 4",17q12.1,,,Q811Y7,266707,MGI:2444990,Gjd4,"gap junction protein, delta 4",18 A1,,,Q8BSD4,225152
other_ic,121,Connexins and Pannexins,728,Cx43,,,,"GJAL|connexin 43|gap junction 43 kDa heart protein|gap junction membrane channel protein alpha 1|gap junction protein, alpha 1|alpha 1 connexin|Cx43alpha1|Gja-1|gap junction protein, alpha 1, 43kDa|gap junction protein",4274,GJA1,gap junction protein alpha 1,6q22-q23,,,P17302,2697,2690,Gja1,"gap junction protein, alpha 1",20q11,,,P08050,24392,MGI:95713,Gja1,"gap junction protein, alpha 1",10 B4,,,P23242,14609
other_ic,121,Connexins and Pannexins,729,Cx45,,,,"GJA7|connexin 45|gap junction protein, alpha 7, 45kDa|Gja-7|gap junction protein, gamma 1, 45kDa|gap junction protein, gamma 1|gap junction protein",4280,GJC1,gap junction protein gamma 1,17q21.31,,,P36383,10052,628889,Gjc1,"gap junction protein, gamma 1",10,,,A4GG66,,MGI:95718,Gjc1,"gap junction protein, gamma 1",11 E1,,,P28229,14615
other_ic,121,Connexins and Pannexins,730,Cx46,,,,"CZP3|connexin 46|gap junction membrane channel protein alpha 3|gap junction protein, alpha 3|alpha 3 connexin|Gja-3|gap junction protein, alpha 3, 46kDa|gap junction protein",4277,GJA3,gap junction protein alpha 3,13q12.11,,,Q9Y6H8,2700,621820,Gja3,"gap junction protein, alpha 3",15p12,,,P29414,79217,MGI:95714,Gja3,"gap junction protein, alpha 3",14 C3,,,Q64448,14611
other_ic,121,Connexins and Pannexins,731,Cx47,,,,"GJA12|SPG44|connexin 47|gap junction membrane channel protein alpha 12|gap junction protein, alpha 12|CX46.6|gap junction protein, gamma 2, 47kDa|gap junction protein, gamma 2|gap junction protein",17494,GJC2,gap junction protein gamma 2,1q41-q42,,,Q5T442,57165,1562712,Gjc2,"gap junction protein, gamma 2",10q22,,,Q80XF7,497913,MGI:2153060,Gjc2,"gap junction protein, gamma 2",11 B1.3,,,Q8BQU6,118454
other_ic,121,Connexins and Pannexins,732,Cx50,,,,"connexin 50|Aey5|Cnx50|Lop10|alpha 8 connexin|CAE|CAE1|CZP1|gap junction protein, alpha 8, 50kDa|gap junction protein, alpha 8|gap junction protein",4281,GJA8,gap junction protein alpha 8,1q21.1,,,P48165,2703,628890,Gja8,"gap junction protein, alpha 8",2,,,Q8K4Q9,,MGI:99953,Gja8,"gap junction protein, alpha 8",3 F2.1,,,P28236,14616
other_ic,121,Connexins and Pannexins,733,Cx59,,,,"CX58|GJA10|connexin 59|gap junction protein, alpha 10, 59kDa|gap junction protein, alpha 9, 59kDa",19155,GJA9,gap junction protein alpha 9,1p34,,,P57773,81025,,,,,,,,,,,,,,,,
other_ic,121,Connexins and Pannexins,734,Cx62,,,,"connexin 62|connexin 57|Cx57|gap junction membrane channel protein alpha 10|Cx59|gap junction protein, alpha 10, 62kDa|gap junction protein",16995,GJA10,gap junction protein alpha 10,6q15-q16,,,Q969M2,84694,1309630,Gja10,"gap junction protein, alpha 10",5q21,,,Q80XY0,313126,MGI:1339969,Gja10,"gap junction protein, alpha 10",4 A5,,,Q9WUS4,14610
other_ic,121,Connexins and Pannexins,735,Px1,,,,MRS1|innexin|pannexin-1,8599,PANX1,pannexin 1,11q14-q21,,,Q96RD7,24145,735204,Panx1,Pannexin 1,8q11,,,P60570,315435,MGI:1860055,Panx1,pannexin 1,9 A2,,,Q9JIP4,55991
other_ic,121,Connexins and Pannexins,736,Px2,,,,pannexin-2,8600,PANX2,pannexin 2,22q13.33,,,Q96RD6,56666,735191,Panx2,pannexin 2,7q34,,,P60571,362979,MGI:1890615,Panx2,pannexin 2,15 E3,,,Q6IMP4,406218
other_ic,121,Connexins and Pannexins,737,Px3,,,,pannexin 3,20573,PANX3,pannexin 3,11q24.2,,,Q96QZ0,116337,735137,Panx3,pannexin 3,8q21,,,P60572,315567,MGI:1918881,Panx3,pannexin 3,9 A4,,,Q8CEG0,208098
other_ic,131,Maxi chloride channel,709,Maxi Cl<sup>-</sup>,,,,High conductance anion channel|Volume- and voltage-dependent ATP-conductive large conductance (VDACL) anion channel,,,,,,,,,,,,,,,,,,,,,,,,
other_ic,977,Orai channels,2964,Orai1,,,,,25896,ORAI1,ORAI calcium release-activated calcium modulator 1,12q24.31,NM_032790,NP_116179,Q96D31,84876,1311873,Orai1,ORAI calcium release-activated calcium modulator 1,12q16,NM_001013982,NP_001014004,Q5M848,304496,MGI:1925542,Orai1,ORAI calcium release-activated calcium modulator 1,5 F,NM_175423,NP_780632,Q8BWG9,109305
other_ic,977,Orai channels,2965,Orai2,,,,,21667,ORAI2,ORAI calcium release-activated calcium modulator 2,7q22.1,NM_032831,NP_001119812,Q96SN7,80228,1310213,Orai2,ORAI calcium release-activated calcium modulator 2,12q12,NM_001170403,NP_001163874,,304592,MGI:2443195,Orai2,ORAI calcium release-activated calcium modulator 2,5 G2,NM_178751,NP_848866,Q8BH10,
other_ic,977,Orai channels,2966,Orai3,,,,,28185,ORAI3,ORAI calcium release-activated calcium modulator 3,16p11.2,NM_152288,NP_689501,Q9BRQ5,93129,1306538,Orai3,ORAI calcium release-activated calcium modulator 3,1q37,NM_001014024,NP_001014046,Q6AXR8,309000,MGI:3039586,Orai3,ORAI calcium release-activated calcium modulator 3,7 F3,NM_198424,NP_940816,Q6P8G8,269999
other_ic,967,Piezo channels,2945,Piezo1,,,,"FAM38A|family with sequence similarity 38, member A|DHS|Mib|LMPH3",28993,PIEZO1,piezo type mechanosensitive ion channel component 1,16q24.3,NM_001142864,NP_001136336,Q92508,9780,1308822,Piezo1,piezo-type mechanosensitive ion channel component 1,19q12,NM_001077200,NP_001070668,Q0KL00,361430,MGI:3603204,Piezo1,piezo-type mechanosensitive ion channel component 1,8 E1,NM_001037298,NP_001032375,E2JF22,234839
other_ic,967,Piezo channels,2946,Piezo2,,,,DA3|DA5|DAIPT|FAM38B|FAM38B2|HsT748|HsT771|MWKS,26270,PIEZO2,piezo type mechanosensitive ion channel component 2,18p11.22-p11.21,NM_022068,NP_071351,Q9H5I5,63895,1582973,Piezo2,piezo-type mechanosensitive ion channel component 2,18q12.1,,,,307380,MGI:1918781,Piezo2,piezo-type mechanosensitive ion channel component 2,18 E1,NM_001039485,NP_001034574,Q8CD54,667742
other_ic,126,"Sodium leak channel, non-selective",750,Na<sub>vi</sub>2.1,,,,"Na<sub>x</sub>|NALCN|Nav2.1|Rb21|voltage-gated channel like 1 (VGCNL1)|CanIon|brain voltage-gated cation channel|four domain-type voltage-gated ion channel alpha-1 subunit|sodium leak channel, non-selective|sodium leak channel, non selective|sodium leak channel",19082,NALCN,"sodium leak channel, non-selective",13q32.3,,,Q8IZF0,259232,628710,Nalcn,"sodium leak channel, non-selective",15q25,,,Q6Q760,266760,MGI:2444306,Nalcn,"sodium leak channel, non-selective",14 E5,,,Q8BXR5,338370
other_ic,132,Volume regulated chloride channels,710,VRAC,,,,VRAC (volume regulated anion channel)|VRC (volume regulated channel)|VSOAC (volume-sensitive organic osmolyte/anion channel)|VSOR (volume expansion-sensing outwardly rectifying anion channel),,,,,,,,,,,,,,,,,,,,,,,,
